X,Y,Z,DENS,E,NU 
-8.63513,-77.8879,-985.824,120.242,455276,N/A
14.5325,-86.1362,-979.404,610.534,2.50733e+06,N/A
-3.90045,-71.2453,-973.665,-276.499,-nan(ind),N/A
5.04855,-80.6252,-988.293,610.534,2.50733e+06,N/A
6.55445,-91.054,-978.594,-276.499,-nan(ind),N/A
0.1796,-82.714,-973.768,-276.499,-nan(ind),N/A
13.8664,-94.9823,-991.686,610.534,2.50733e+06,N/A
5.72002,-83.356,-972.222,-276.499,-nan(ind),N/A
20.406,-89.7297,-970.711,-276.499,-nan(ind),N/A
12.9337,-88.1599,-984.557,610.534,2.50733e+06,N/A
-11.361,-86.8847,-976.922,-276.499,-nan(ind),N/A
18.486,-84.7448,-971.641,-276.499,-nan(ind),N/A
-8.73845,-83.5508,-989.692,610.534,2.50733e+06,N/A
-8.27732,-62.2219,-971.377,-276.499,-nan(ind),N/A
-18.2493,-88.7643,-982.371,610.534,2.50733e+06,N/A
-10.1426,-66.413,-970.273,25.368,88862.2,N/A
18.2919,-82.8445,-986.984,610.534,2.50733e+06,N/A
-11.2467,-73.296,-987.182,610.534,2.50733e+06,N/A
9.64443,-69.3723,-990.261,610.534,2.50733e+06,N/A
-0.0044,-63.3988,-988.189,610.534,2.50733e+06,N/A
11.7535,-84.1654,-976.409,-276.499,-nan(ind),N/A
-21.5343,-75.9259,-985.731,610.534,2.50733e+06,N/A
2.82125,-72.713,-971.744,-276.499,-nan(ind),N/A
-8.1492,-63.6014,-987.783,610.534,2.50733e+06,N/A
14.8448,-71.9201,-972.595,120.242,455276,N/A
-17.7071,-87.2406,-964.568,610.534,2.50733e+06,N/A
-12.2745,-64.7168,-985.866,610.534,2.50733e+06,N/A
-9.0733,-85.9882,-962.852,610.534,2.50733e+06,N/A
-2.14113,-87.9544,-973.142,-276.499,-nan(ind),N/A
-10.1601,-86.9462,-969.573,-276.499,-nan(ind),N/A
-21.8935,-77.8961,-980.748,-276.499,-nan(ind),N/A
8.9765,-76.6281,-969.348,-276.499,-nan(ind),N/A
21.2398,-82.2331,-992.132,610.534,2.50733e+06,N/A
-1.86007,-85.2625,-967.548,-276.499,-nan(ind),N/A
-7.7544,-67.5834,-972.002,69.7839,257134,N/A
2.38095,-88.0834,-982.937,120.242,455276,N/A
-20.6697,-72.3173,-979.266,-276.499,-nan(ind),N/A
-13.3574,-92.8821,-985.232,610.534,2.50733e+06,N/A
1.76795,-91.4826,-971.524,-276.499,-nan(ind),N/A
0.674625,-83.607,-974.879,-276.499,-nan(ind),N/A
14.4316,-71.3705,-989.372,610.534,2.50733e+06,N/A
-10.8775,-80.6377,-965.354,610.534,2.50733e+06,N/A
-15.8668,-83.7436,-980.718,-276.499,-nan(ind),N/A
-21.1029,-65.747,-969.11,-276.499,-nan(ind),N/A
-11.9517,-62.9579,-987.689,610.534,2.50733e+06,N/A
-2.84915,-68.4413,-982.165,25.368,88862.2,N/A
9.62932,-75.1633,-973.631,-276.499,-nan(ind),N/A
19.0551,-67.1934,-972.211,610.534,2.50733e+06,N/A
20.5692,-66.524,-974.531,610.534,2.50733e+06,N/A
-16.6566,-73.716,-962.493,610.534,2.50733e+06,N/A
15.0075,-73.6384,-991.89,610.534,2.50733e+06,N/A
-14.3149,-60.0547,-965.13,610.534,2.50733e+06,N/A
5.90875,-92.9369,-966.268,-276.499,-nan(ind),N/A
4.30232,-93.9499,-975.087,-276.499,-nan(ind),N/A
-22.5109,-73.9996,-981.062,-276.499,-nan(ind),N/A
-0.536175,-92.8542,-968.037,-276.499,-nan(ind),N/A
5.40367,-91.1599,-967.106,-276.499,-nan(ind),N/A
-11.6601,-93.708,-986.567,610.534,2.50733e+06,N/A
4.97315,-93.2222,-966.898,-276.499,-nan(ind),N/A
-19.2755,-83.0731,-976.37,-276.499,-nan(ind),N/A
-7.44383,-85.6364,-979.297,-276.499,-nan(ind),N/A
12.9686,-76.6458,-968.16,-276.499,-nan(ind),N/A
1.91067,-83.2805,-965.163,-276.499,-nan(ind),N/A
-10.7777,-73.6295,-987.719,610.534,2.50733e+06,N/A
6.01152,-81.2639,-966.026,-276.499,-nan(ind),N/A
-4.8167,-64.684,-987.57,610.534,2.50733e+06,N/A
-2.26927,-82.9437,-982.655,120.242,455276,N/A
3.25228,-89.362,-975.19,-276.499,-nan(ind),N/A
15.2058,-93.3668,-992.846,610.534,2.50733e+06,N/A
-0.631,-82.617,-981.86,25.368,88862.2,N/A
17.6025,-72.2383,-968.343,610.534,2.50733e+06,N/A
-10.319,-65.2878,-972.763,120.242,455276,N/A
2.25515,-68.2234,-980.115,-276.499,-nan(ind),N/A
-4.19452,-86.9309,-990.46,610.534,2.50733e+06,N/A
-3.69165,-63.9937,-985.885,610.534,2.50733e+06,N/A
15.4635,-78.2328,-972.285,-276.499,-nan(ind),N/A
-11.3051,-84.0404,-974.786,-276.499,-nan(ind),N/A
-1.6045,-72.5593,-989.327,610.534,2.50733e+06,N/A
21.5488,-81.4223,-991.133,610.534,2.50733e+06,N/A
5.32305,-63.7227,-968.744,-276.499,-nan(ind),N/A
-15.7734,-94.1274,-987.003,610.534,2.50733e+06,N/A
-5.37183,-68.4429,-989.839,610.534,2.50733e+06,N/A
-8.49945,-84.7968,-975.174,-276.499,-nan(ind),N/A
-19.4409,-66.763,-972.509,-276.499,-nan(ind),N/A
0.28215,-73.184,-970.906,-276.499,-nan(ind),N/A
12.4223,-87.9213,-976.214,-276.499,-nan(ind),N/A
7.01713,-74.7506,-983.086,610.534,2.50733e+06,N/A
-21.883,-68.8037,-966.104,-276.499,-nan(ind),N/A
-18.8649,-84.6386,-988.742,610.534,2.50733e+06,N/A
12.1377,-70.052,-980.321,610.534,2.50733e+06,N/A
15.7534,-75.3978,-982.826,610.534,2.50733e+06,N/A
11.1338,-89.0028,-970.885,-276.499,-nan(ind),N/A
3.62058,-75.6141,-968.746,-276.499,-nan(ind),N/A
-11.2451,-67.1029,-966.013,-276.499,-nan(ind),N/A
2.35648,-82.2805,-965.34,-276.499,-nan(ind),N/A
4.0018,-86.6633,-973.281,-276.499,-nan(ind),N/A
-13.8146,-91.3262,-974.829,610.534,2.50733e+06,N/A
0.345875,-90.0957,-977.429,-276.499,-nan(ind),N/A
-8.01815,-67.298,-975.828,-276.499,-nan(ind),N/A
2.69223,-81.1764,-975.34,-276.499,-nan(ind),N/A
7.11963,-81.8776,-968.442,-276.499,-nan(ind),N/A
-17.2259,-73.701,-988.328,610.534,2.50733e+06,N/A
4.06937,-91.5301,-965.56,-276.499,-nan(ind),N/A
-17.252,-65.895,-971.487,120.242,455276,N/A
8.8459,-82.9398,-988.72,610.534,2.50733e+06,N/A
15.6741,-79.8074,-993.656,610.534,2.50733e+06,N/A
4.23747,-97.4613,-991.783,610.534,2.50733e+06,N/A
-12.438,-84.2499,-974.545,-276.499,-nan(ind),N/A
5.45662,-70.401,-970.497,120.242,455276,N/A
-0.423575,-63.5551,-966.044,610.534,2.50733e+06,N/A
5.84145,-71.1639,-965.808,610.534,2.50733e+06,N/A
-16.1559,-80.397,-975.385,-276.499,-nan(ind),N/A
-23.8777,-76.4776,-989.632,610.534,2.50733e+06,N/A
-13.6314,-87.4528,-962.713,610.534,2.50733e+06,N/A
7.7227,-74.1567,-972.545,56.4218,205701,N/A
-0.5091,-91.4337,-964.713,120.242,455276,N/A
-23.2915,-76.5064,-989.613,610.534,2.50733e+06,N/A
-9.55455,-90.8073,-988.806,610.534,2.50733e+06,N/A
-17.2601,-61.9644,-978.475,610.534,2.50733e+06,N/A
-15.5033,-63.6904,-978.714,25.368,88862.2,N/A
-20.7599,-78.849,-981.858,-276.499,-nan(ind),N/A
6.0867,-78.2145,-986.847,610.534,2.50733e+06,N/A
3.29128,-87.906,-982.041,120.242,455276,N/A
-5.7665,-66.9703,-975.552,-276.499,-nan(ind),N/A
-10.9332,-59.8785,-969.142,610.534,2.50733e+06,N/A
15.6382,-83.8114,-993.534,610.534,2.50733e+06,N/A
-18.4919,-68.3933,-981.944,-276.499,-nan(ind),N/A
20.6924,-83.9869,-972.618,-276.499,-nan(ind),N/A
0.46645,-65.6839,-982,120.242,455276,N/A
-4.75973,-79.4742,-969.928,-276.499,-nan(ind),N/A
-3.04208,-91.632,-976.076,-276.499,-nan(ind),N/A
-0.83455,-65.0762,-981.842,25.368,88862.2,N/A
-5.71903,-69.3731,-965.557,-276.499,-nan(ind),N/A
0.13625,-93.1826,-986.423,610.534,2.50733e+06,N/A
10.5839,-77.5477,-979.844,-276.499,-nan(ind),N/A
6.84882,-92.8318,-986.032,610.534,2.50733e+06,N/A
8.92918,-84.6964,-984.95,120.242,455276,N/A
-14.003,-90.3161,-982.398,25.368,88862.2,N/A
-0.753625,-68.3401,-974.13,-276.499,-nan(ind),N/A
-9.65475,-71.879,-963.522,610.534,2.50733e+06,N/A
5.46418,-82.0524,-989.453,610.534,2.50733e+06,N/A
-15.7395,-73.8708,-981.03,-276.499,-nan(ind),N/A
0.328675,-84.98,-989.773,610.534,2.50733e+06,N/A
-15.6036,-89.7076,-972.371,120.242,455276,N/A
-25.3983,-78.8667,-988.861,610.534,2.50733e+06,N/A
-16.4016,-78.6399,-981.502,-276.499,-nan(ind),N/A
12.6437,-92.7884,-989.217,610.534,2.50733e+06,N/A
-5.04817,-88.0587,-965.196,-276.499,-nan(ind),N/A
-13.6322,-82.1696,-977.869,-276.499,-nan(ind),N/A
12.4674,-84.6279,-981.267,610.534,2.50733e+06,N/A
-8.92763,-84.8076,-966.082,-276.499,-nan(ind),N/A
15.3152,-74.02,-968.09,610.534,2.50733e+06,N/A
10.5062,-87.9762,-983.345,120.242,455276,N/A
14.6578,-85.2154,-977.459,120.242,455276,N/A
19.9226,-78.526,-971.174,-276.499,-nan(ind),N/A
-23.1809,-75.5525,-966.817,610.534,2.50733e+06,N/A
8.32413,-87.167,-979.905,-276.499,-nan(ind),N/A
-10.7404,-84.9334,-964.308,610.534,2.50733e+06,N/A
11.5981,-74.1362,-970.623,25.368,88862.2,N/A
-13.1872,-65.5853,-979.402,25.368,88862.2,N/A
7.0596,-83.2178,-966.05,-276.499,-nan(ind),N/A
-9.0838,-82.8945,-971.587,-276.499,-nan(ind),N/A
11.3743,-76.2346,-983.798,610.534,2.50733e+06,N/A
-6.86032,-77.0083,-969.761,120.242,455276,N/A
11.6825,-91.9357,-988.623,610.534,2.50733e+06,N/A
-12.672,-93.5646,-986.024,610.534,2.50733e+06,N/A
-24.9152,-84.8825,-987.739,610.534,2.50733e+06,N/A
2.16962,-84.2419,-965.252,25.368,88862.2,N/A
5.40205,-83.1316,-989.608,610.534,2.50733e+06,N/A
2.68608,-85.8837,-975.348,-276.499,-nan(ind),N/A
-9.24085,-84.7464,-964.054,610.534,2.50733e+06,N/A
4.29627,-65.1689,-987.149,610.534,2.50733e+06,N/A
-10.5686,-89.0845,-972.208,-276.499,-nan(ind),N/A
-4.63595,-60.7074,-967.3,120.242,455276,N/A
-12.284,-91.0156,-965.168,610.534,2.50733e+06,N/A
-11.7043,-86.7173,-971.996,-276.499,-nan(ind),N/A
5.88342,-95.1975,-968.795,610.534,2.50733e+06,N/A
-1.7096,-89.6394,-969.049,-276.499,-nan(ind),N/A
14.6389,-70.6006,-976.552,120.242,455276,N/A
-14.7184,-93.3044,-988.98,610.534,2.50733e+06,N/A
-9.52097,-78.7165,-967.733,610.534,2.50733e+06,N/A
12.7548,-68.1368,-970.868,610.534,2.50733e+06,N/A
-7.17408,-65.0342,-976.842,610.534,2.50733e+06,N/A
-20.2528,-71.1362,-973.172,-276.499,-nan(ind),N/A
0.43715,-75.2109,-969.327,-276.499,-nan(ind),N/A
-13.4134,-67.9646,-986.792,610.534,2.50733e+06,N/A
-22.3453,-61.4039,-988.491,610.534,2.50733e+06,N/A
-8.27787,-79.2279,-983.804,120.242,455276,N/A
-21.7519,-75.469,-975.656,25.368,88862.2,N/A
-21.2612,-71.9557,-983.445,25.368,88862.2,N/A
-21.2904,-66.2815,-968.94,-276.499,-nan(ind),N/A
-3.72465,-86.6834,-962.354,120.242,455276,N/A
12.8575,-69.3032,-969.108,120.242,455276,N/A
-7.47278,-92.8423,-973.614,-276.499,-nan(ind),N/A
21.3245,-76.0084,-992.633,610.534,2.50733e+06,N/A
-16.5666,-65.1636,-974.552,-276.499,-nan(ind),N/A
16.8403,-87.706,-966.109,610.534,2.50733e+06,N/A
7.04343,-89.8238,-973.943,-276.499,-nan(ind),N/A
-3.26435,-86.2035,-963.011,69.7839,257134,N/A
-17.7529,-64.8607,-981.922,120.242,455276,N/A
13.6705,-89.0474,-965.426,610.534,2.50733e+06,N/A
6.6093,-70.8084,-986.479,610.534,2.50733e+06,N/A
-15.7769,-72.355,-972.134,-276.499,-nan(ind),N/A
9.75192,-71.4138,-969.007,610.534,2.50733e+06,N/A
-22.433,-68.3673,-984.667,-276.499,-nan(ind),N/A
16.5086,-74.4166,-987.954,610.534,2.50733e+06,N/A
-5.10827,-92.6063,-964.343,610.534,2.50733e+06,N/A
-7.82315,-81.9773,-986.906,120.242,455276,N/A
8.43918,-77.0493,-980.743,610.534,2.50733e+06,N/A
-12.5833,-74.1881,-974.319,-276.499,-nan(ind),N/A
14.1013,-91.1385,-968.184,-276.499,-nan(ind),N/A
-24.0898,-66.6583,-987.972,610.534,2.50733e+06,N/A
-5.4717,-73.0121,-972.278,-276.499,-nan(ind),N/A
4.714,-80.7195,-989.355,610.534,2.50733e+06,N/A
8.6621,-76.451,-988.729,610.534,2.50733e+06,N/A
-19.9501,-66.2888,-963.318,610.534,2.50733e+06,N/A
21.492,-83.8679,-969.271,-276.499,-nan(ind),N/A
-2.87588,-93.0741,-967.59,-276.499,-nan(ind),N/A
-11.2739,-92.1986,-962.864,610.534,2.50733e+06,N/A
17.1714,-90.2707,-970.032,25.368,88862.2,N/A
-20.3275,-79.9708,-983.996,120.242,455276,N/A
16.8575,-82.7762,-974.715,-276.499,-nan(ind),N/A
14.0702,-89.4922,-993.002,610.534,2.50733e+06,N/A
14.3458,-74.7164,-974.681,-276.499,-nan(ind),N/A
-5.5438,-94.4428,-988.755,610.534,2.50733e+06,N/A
9.33765,-82.8997,-982.454,120.242,455276,N/A
14.7685,-81.0782,-968.685,-276.499,-nan(ind),N/A
3.47175,-95.538,-986.909,610.534,2.50733e+06,N/A
-16.8009,-64.0033,-985.924,610.534,2.50733e+06,N/A
-9.77792,-70.1972,-972.855,-276.499,-nan(ind),N/A
-7.5121,-90.7574,-963.518,610.534,2.50733e+06,N/A
0.08135,-88.6107,-974.528,-276.499,-nan(ind),N/A
-16.4235,-62.6934,-987.748,610.534,2.50733e+06,N/A
2.01675,-94.4549,-978.933,-276.499,-nan(ind),N/A
-9.85908,-84.4714,-982.208,120.242,455276,N/A
-7.89842,-76.1829,-975.836,-276.499,-nan(ind),N/A
0.8917,-78.9539,-983.336,-276.499,-nan(ind),N/A
-1.12495,-91.2676,-978.175,-276.499,-nan(ind),N/A
-16.7835,-88.8556,-978.885,-276.499,-nan(ind),N/A
8.26187,-82.9889,-982.365,120.242,455276,N/A
10.1384,-71.9232,-976.615,56.4218,205701,N/A
12.0135,-79.4638,-985.62,610.534,2.50733e+06,N/A
-13.7472,-68.5909,-984.999,25.368,88862.2,N/A
-1.42938,-83.932,-964.647,-276.499,-nan(ind),N/A
-1.90935,-96.7692,-987.084,610.534,2.50733e+06,N/A
5.39877,-80.4338,-987.087,610.534,2.50733e+06,N/A
7.01215,-93.9368,-971.211,-276.499,-nan(ind),N/A
16.3623,-73.937,-973.924,-276.499,-nan(ind),N/A
17.2826,-74.6735,-991.369,610.534,2.50733e+06,N/A
-5.63643,-86.4682,-990.25,610.534,2.50733e+06,N/A
-10.8356,-73.7896,-963.463,610.534,2.50733e+06,N/A
-17.3531,-73.6045,-962.446,610.534,2.50733e+06,N/A
21.6364,-75.7778,-972.374,56.4218,205701,N/A
24.3197,-82.1111,-969.007,610.534,2.50733e+06,N/A
-14.4345,-79.542,-974.65,-276.499,-nan(ind),N/A
8.17305,-92.7174,-971.61,-276.499,-nan(ind),N/A
5.1066,-94.6546,-972.683,69.7839,257134,N/A
8.52463,-86.0102,-970.206,-276.499,-nan(ind),N/A
8.30387,-87.2838,-981.149,-276.499,-nan(ind),N/A
7.23845,-76.3982,-987.73,610.534,2.50733e+06,N/A
0.52505,-77.285,-980.371,-276.499,-nan(ind),N/A
-7.28105,-93.3355,-962.879,610.534,2.50733e+06,N/A
-9.461,-72.5311,-979.68,-276.499,-nan(ind),N/A
-3.34585,-62.2928,-988.055,610.534,2.50733e+06,N/A
3.85085,-83.7161,-984.131,120.242,455276,N/A
-12.5511,-62.0599,-969.856,-276.499,-nan(ind),N/A
-4.70555,-68.947,-964.602,120.242,455276,N/A
0.9285,-88.1363,-969.429,-276.499,-nan(ind),N/A
-7.15485,-83.4781,-987.408,120.242,455276,N/A
17.4163,-76.8464,-971.302,-276.499,-nan(ind),N/A
6.30098,-89.646,-977.809,-276.499,-nan(ind),N/A
-15.3313,-67.191,-972.212,-276.499,-nan(ind),N/A
-20.9733,-60.515,-987.41,610.534,2.50733e+06,N/A
-22.0491,-74.148,-969.363,120.242,455276,N/A
13.0665,-86.6444,-990.72,610.534,2.50733e+06,N/A
-18.588,-72.6023,-964.231,610.534,2.50733e+06,N/A
9.13412,-80.2653,-988.717,610.534,2.50733e+06,N/A
-5.8007,-70.7649,-971.352,-276.499,-nan(ind),N/A
12.4095,-67.3694,-967.49,610.534,2.50733e+06,N/A
-1.28075,-75.7885,-972.653,-276.499,-nan(ind),N/A
-12.7643,-94.6889,-988.568,610.534,2.50733e+06,N/A
17.1222,-82.6381,-968.897,-276.499,-nan(ind),N/A
6.40463,-82.1704,-969.298,-276.499,-nan(ind),N/A
8.92838,-81.522,-973.13,-276.499,-nan(ind),N/A
-5.62812,-61.1594,-966.042,-276.499,-nan(ind),N/A
14.3726,-65.1727,-967.675,610.534,2.50733e+06,N/A
-21.9881,-78.0661,-982.931,-276.499,-nan(ind),N/A
-20.4012,-69.2612,-973.178,-276.499,-nan(ind),N/A
19.4633,-81.5537,-967.358,610.534,2.50733e+06,N/A
-10.1729,-92.3578,-963.019,610.534,2.50733e+06,N/A
21.4947,-81.9301,-972.186,-276.499,-nan(ind),N/A
9.8496,-80.2547,-974.162,-276.499,-nan(ind),N/A
12.9602,-75.8784,-982.856,610.534,2.50733e+06,N/A
-13.2178,-69.0108,-966.153,120.242,455276,N/A
-16.8178,-76.6417,-968.614,-276.499,-nan(ind),N/A
13.7456,-87.5148,-981.017,610.534,2.50733e+06,N/A
-8.78135,-67.0968,-988.457,120.242,455276,N/A
3.74943,-78.5199,-979.101,25.368,88862.2,N/A
-10.4963,-62.7012,-967.641,-276.499,-nan(ind),N/A
-1.99515,-92.9193,-974.333,-276.499,-nan(ind),N/A
-0.3214,-95.0684,-981.263,610.534,2.50733e+06,N/A
-15.0189,-76.5889,-975.606,-276.499,-nan(ind),N/A
-4.96723,-78.4699,-986.491,610.534,2.50733e+06,N/A
11.8165,-68.5675,-983.386,610.534,2.50733e+06,N/A
-5.06515,-66.2854,-963.805,610.534,2.50733e+06,N/A
10.1491,-97.3759,-992.278,610.534,2.50733e+06,N/A
8.36058,-84.4013,-971.458,-276.499,-nan(ind),N/A
21.9771,-73.8417,-972.082,25.368,88862.2,N/A
16.6554,-76.5151,-973.873,-276.499,-nan(ind),N/A
-19.8889,-90.7401,-987.895,610.534,2.50733e+06,N/A
-3.57465,-88.416,-971.41,-276.499,-nan(ind),N/A
-21.3473,-78.7244,-986.604,610.534,2.50733e+06,N/A
7.30605,-88.5866,-972.686,-276.499,-nan(ind),N/A
13.3523,-95.1581,-991.938,610.534,2.50733e+06,N/A
-17.8618,-80.6404,-965.956,610.534,2.50733e+06,N/A
17.3427,-70.3991,-972.409,-276.499,-nan(ind),N/A
-8.23863,-70.0282,-965.085,120.242,455276,N/A
4.4339,-70.1043,-989.218,610.534,2.50733e+06,N/A
-2.89275,-75.4501,-972.256,-276.499,-nan(ind),N/A
-14.3836,-63.4657,-984.194,610.534,2.50733e+06,N/A
-9.70465,-81.8747,-975.021,-276.499,-nan(ind),N/A
-1.70338,-77.83,-968.183,69.7839,257134,N/A
7.04758,-89.9209,-976.971,-276.499,-nan(ind),N/A
13.9833,-67.9084,-978.461,610.534,2.50733e+06,N/A
16.7342,-73.3417,-978.043,-276.499,-nan(ind),N/A
1.95017,-70.3711,-972.525,-276.499,-nan(ind),N/A
-12.1174,-90.0273,-969.512,610.534,2.50733e+06,N/A
15.9408,-78.5657,-969.892,-276.499,-nan(ind),N/A
-13.7195,-65.4523,-979.683,69.7839,257134,N/A
-15.407,-79.0905,-970.678,-276.499,-nan(ind),N/A
11.084,-80.7006,-989.232,610.534,2.50733e+06,N/A
-19.3742,-64.7114,-981.425,25.368,88862.2,N/A
-6.97543,-62.5466,-967.789,56.4218,205701,N/A
-11.1952,-79.1146,-988.652,610.534,2.50733e+06,N/A
-3.3072,-72.9408,-987.435,610.534,2.50733e+06,N/A
1.72592,-86.1334,-987.324,120.242,455276,N/A
-15.6155,-77.4026,-978.838,-276.499,-nan(ind),N/A
14.3417,-89.094,-986.408,610.534,2.50733e+06,N/A
13.5325,-94.4956,-991.582,610.534,2.50733e+06,N/A
5.73923,-92.3603,-975.498,-276.499,-nan(ind),N/A
-24.9709,-71.5634,-962.995,610.534,2.50733e+06,N/A
-16.1122,-79.2988,-979.485,-276.499,-nan(ind),N/A
-8.11702,-63.1521,-970.96,-276.499,-nan(ind),N/A
-13.2818,-88.2323,-985.38,120.242,455276,N/A
8.0128,-83.3878,-987.783,610.534,2.50733e+06,N/A
-10.961,-82.4811,-986.2,610.534,2.50733e+06,N/A
-4.47328,-71.9734,-970.769,-276.499,-nan(ind),N/A
4.45062,-60.703,-966.853,610.534,2.50733e+06,N/A
16.843,-73.6332,-976.392,120.242,455276,N/A
-17.137,-84.7583,-965.775,610.534,2.50733e+06,N/A
-23.1408,-76.8191,-962.865,610.534,2.50733e+06,N/A
-4.16038,-90.2679,-963.382,56.4218,205701,N/A
-22.1406,-80.4839,-980.162,-276.499,-nan(ind),N/A
17.5999,-83.559,-968.554,-276.499,-nan(ind),N/A
-9.95547,-83.514,-988.98,610.534,2.50733e+06,N/A
-18.4274,-74.6155,-988.61,610.534,2.50733e+06,N/A
-11.3663,-63.6163,-969.894,-276.499,-nan(ind),N/A
12.4322,-79.1957,-992.128,610.534,2.50733e+06,N/A
-15.16,-67.1538,-968.887,-276.499,-nan(ind),N/A
-2.76973,-67.8703,-964.087,610.534,2.50733e+06,N/A
3.80855,-96.5351,-988.156,610.534,2.50733e+06,N/A
3.05753,-83.7435,-977.915,-276.499,-nan(ind),N/A
-19.9407,-80.5905,-989.222,610.534,2.50733e+06,N/A
2.078,-79.2783,-975.436,-276.499,-nan(ind),N/A
3.64395,-72.3557,-990.535,610.534,2.50733e+06,N/A
-3.7056,-70.0279,-969.264,-276.499,-nan(ind),N/A
17.5401,-76.7612,-985.352,610.534,2.50733e+06,N/A
3.39725,-94.6131,-971.759,-276.499,-nan(ind),N/A
19.9308,-70.9982,-969.619,-276.499,-nan(ind),N/A
-23.0526,-77.0955,-989.259,610.534,2.50733e+06,N/A
6.7561,-68.1633,-984.204,610.534,2.50733e+06,N/A
-10.7744,-80.2989,-978.414,-276.499,-nan(ind),N/A
-14.7696,-69.9328,-970.799,-276.499,-nan(ind),N/A
-9.52635,-86.1819,-965.134,610.534,2.50733e+06,N/A
-25.2702,-72.4865,-962.736,610.534,2.50733e+06,N/A
6.5173,-69.8631,-975.446,-276.499,-nan(ind),N/A
-19.2675,-87.454,-982.536,610.534,2.50733e+06,N/A
7.00892,-65.2156,-971.964,610.534,2.50733e+06,N/A
12.0022,-64.5393,-975.065,610.534,2.50733e+06,N/A
19.2099,-73.4133,-980.072,610.534,2.50733e+06,N/A
17.1519,-78.9395,-972.999,-276.499,-nan(ind),N/A
-23.72,-80.2518,-989.663,610.534,2.50733e+06,N/A
-7.2388,-85.5166,-968.585,-276.499,-nan(ind),N/A
16.1288,-81.5092,-975.563,-276.499,-nan(ind),N/A
13.9471,-93.1843,-991.382,610.534,2.50733e+06,N/A
-4.19733,-88.0297,-977.852,-276.499,-nan(ind),N/A
-15.8524,-84.8137,-979.312,-276.499,-nan(ind),N/A
-12.9962,-64.7224,-970.019,-276.499,-nan(ind),N/A
-6.08282,-79.1126,-964.264,610.534,2.50733e+06,N/A
-15.5665,-78.69,-966.519,610.534,2.50733e+06,N/A
-8.9746,-71.4261,-978.659,-276.499,-nan(ind),N/A
-26.2688,-69.8291,-984.875,-276.499,-nan(ind),N/A
-10.876,-82.3237,-968.818,120.242,455276,N/A
-2.21537,-64.7618,-981.994,-276.499,-nan(ind),N/A
-9.03422,-85.8162,-969.806,-276.499,-nan(ind),N/A
19.1681,-83.6127,-992.581,610.534,2.50733e+06,N/A
-6.77928,-75.4438,-970.862,-276.499,-nan(ind),N/A
21.6449,-82.6681,-969.678,-276.499,-nan(ind),N/A
-24.6117,-72.0072,-982.379,-276.499,-nan(ind),N/A
7.56843,-90.0133,-992.352,610.534,2.50733e+06,N/A
-17.8762,-62.5973,-969.925,-276.499,-nan(ind),N/A
11.6631,-80.9526,-966.793,-276.499,-nan(ind),N/A
-12.4393,-75.3397,-963.689,610.534,2.50733e+06,N/A
-3.77175,-83.47,-983.793,120.242,455276,N/A
-1.69437,-64.6597,-967.416,610.534,2.50733e+06,N/A
-21.3216,-72.6081,-965.328,610.534,2.50733e+06,N/A
6.05617,-72.4244,-989.457,610.534,2.50733e+06,N/A
17.8378,-84.1156,-975.815,-276.499,-nan(ind),N/A
2.99175,-95.4171,-988.938,610.534,2.50733e+06,N/A
1.8816,-68.5905,-972.371,-276.499,-nan(ind),N/A
-0.6908,-70.1259,-967.011,25.368,88862.2,N/A
-14.7088,-61.9851,-987.413,610.534,2.50733e+06,N/A
9.27703,-77.4521,-973.314,-276.499,-nan(ind),N/A
-3.33593,-89.4169,-987.17,120.242,455276,N/A
-19.4357,-65.802,-972,-276.499,-nan(ind),N/A
0.886625,-72.8529,-990.393,610.534,2.50733e+06,N/A
-2.00402,-81.0751,-963.053,610.534,2.50733e+06,N/A
-3.7258,-66.0921,-987.975,610.534,2.50733e+06,N/A
-13.1147,-75.2518,-983.046,-276.499,-nan(ind),N/A
4.98407,-84.2165,-972.346,-276.499,-nan(ind),N/A
-15.6689,-69.1926,-964.229,610.534,2.50733e+06,N/A
9.09812,-90.2278,-982.338,120.242,455276,N/A
-12.2966,-71.0624,-985.429,120.242,455276,N/A
-7.48235,-70.1946,-982.66,-276.499,-nan(ind),N/A
-0.820525,-89.6692,-973.302,-276.499,-nan(ind),N/A
-18.3722,-66.5633,-974.96,-276.499,-nan(ind),N/A
-3.93542,-82.427,-964.923,25.368,88862.2,N/A
-20.2809,-82.8707,-974.411,-276.499,-nan(ind),N/A
8.51185,-69.2069,-976.2,610.534,2.50733e+06,N/A
15.3382,-62.5831,-971.762,610.534,2.50733e+06,N/A
9.86177,-82.0785,-975.976,-276.499,-nan(ind),N/A
-15.8378,-89.9589,-974.411,56.4218,205701,N/A
-18.6631,-85.3059,-963.889,610.534,2.50733e+06,N/A
23.448,-84.3722,-971.709,120.242,455276,N/A
-5.42922,-72.0349,-986.172,610.534,2.50733e+06,N/A
-21.4123,-82.0322,-963.681,610.534,2.50733e+06,N/A
-20.8666,-73.1458,-975.775,-276.499,-nan(ind),N/A
-2.37927,-87.9596,-980.479,120.242,455276,N/A
-17.4966,-60.0134,-965.621,120.242,455276,N/A
5.3596,-67.6945,-987.593,610.534,2.50733e+06,N/A
15.8933,-69.5051,-991.512,610.534,2.50733e+06,N/A
-22.3304,-73.3483,-965.444,120.242,455276,N/A
