X,Y,Z,DENS,E,NU 
-20.8309,-68.1283,-976.454,-276.499,-nan(ind),N/A
-6.17875,-73.0989,-980.284,-276.499,-nan(ind),N/A
-20.7485,-68.3969,-975.935,-276.499,-nan(ind),N/A
-21.0898,-69.0391,-977.003,-276.499,-nan(ind),N/A
-19.1738,-79.5519,-972.073,-276.499,-nan(ind),N/A
7.09165,-75.833,-969.535,-276.499,-nan(ind),N/A
-8.31687,-83.5409,-980.16,-276.499,-nan(ind),N/A
6.1459,-74.6459,-967.352,-276.499,-nan(ind),N/A
-16.2998,-77.4673,-969.246,-276.499,-nan(ind),N/A
18.7036,-80.365,-990.015,610.534,2.50733e+06,N/A
-15.5674,-88.5447,-967.522,610.534,2.50733e+06,N/A
-19.3817,-66.3482,-963.038,610.534,2.50733e+06,N/A
-19.7408,-64.9961,-964.733,120.242,455276,N/A
-3.1311,-87.5876,-987.924,120.242,455276,N/A
5.64328,-73.7219,-969.325,-276.499,-nan(ind),N/A
3.46895,-70.9232,-988.866,610.534,2.50733e+06,N/A
-2.3281,-66.0558,-970.284,120.242,455276,N/A
18.1728,-65.0789,-970.758,610.534,2.50733e+06,N/A
16.3852,-84.9881,-967.23,-276.499,-nan(ind),N/A
-3.24153,-74.1818,-966.299,-276.499,-nan(ind),N/A
-3.65722,-73.7032,-967.373,25.368,88862.2,N/A
7.65455,-91.4571,-979.652,-276.499,-nan(ind),N/A
8.2323,-91.5365,-979.315,-276.499,-nan(ind),N/A
-20.851,-62.0561,-987.682,610.534,2.50733e+06,N/A
-11.9889,-90.185,-968.575,610.534,2.50733e+06,N/A
3.25205,-74.2094,-986.402,610.534,2.50733e+06,N/A
-6.38775,-75.3463,-971.694,-276.499,-nan(ind),N/A
13.5714,-77.6803,-970.777,-276.499,-nan(ind),N/A
0.094775,-65.8936,-989.429,610.534,2.50733e+06,N/A
-19.4645,-82.9958,-987.894,610.534,2.50733e+06,N/A
10.6922,-92.1313,-991.434,610.534,2.50733e+06,N/A
-19.5466,-82.3788,-988.155,610.534,2.50733e+06,N/A
-15.7821,-78.4882,-969.055,-276.499,-nan(ind),N/A
-17.1572,-88.5898,-975.58,-276.499,-nan(ind),N/A
8.43945,-92.8315,-980.817,-276.499,-nan(ind),N/A
8.98602,-92.6082,-980.69,-276.499,-nan(ind),N/A
-17.805,-70.3424,-964.319,120.242,455276,N/A
-17.2744,-87.2939,-979.855,-276.499,-nan(ind),N/A
-4.82972,-90.2358,-975.59,-276.499,-nan(ind),N/A
-16.7705,-68.7495,-967.482,-276.499,-nan(ind),N/A
17.6311,-82.7463,-991.764,610.534,2.50733e+06,N/A
8.01437,-83.3031,-967.894,-276.499,-nan(ind),N/A
7.47957,-83.2983,-967.771,-276.499,-nan(ind),N/A
7.0534,-83.4064,-969.043,-276.499,-nan(ind),N/A
9.2413,-82.8815,-968.724,-276.499,-nan(ind),N/A
-23.7651,-76.6666,-978.976,610.534,2.50733e+06,N/A
-8.35897,-90.6788,-988.652,610.534,2.50733e+06,N/A
7.71397,-75.4858,-968.84,-276.499,-nan(ind),N/A
-6.33035,-64.8836,-965.602,25.368,88862.2,N/A
-5.70453,-64.0266,-966.039,-276.499,-nan(ind),N/A
-1.8079,-94.9485,-986.191,120.242,455276,N/A
11.5892,-85.5822,-972.586,-276.499,-nan(ind),N/A
15.291,-90.1656,-972.439,25.368,88862.2,N/A
-7.61017,-74.0379,-988.229,610.534,2.50733e+06,N/A
-9.5445,-86.5136,-982.017,-276.499,-nan(ind),N/A
-12.2886,-75.421,-980.092,-276.499,-nan(ind),N/A
13.1901,-73.4676,-972.685,-276.499,-nan(ind),N/A
2.0949,-84.5375,-990.497,610.534,2.50733e+06,N/A
10.1029,-64.3627,-965.996,610.534,2.50733e+06,N/A
-19.2644,-69.9734,-962.841,610.534,2.50733e+06,N/A
-19.3885,-69.4758,-963.24,610.534,2.50733e+06,N/A
13.9644,-76.6935,-971.198,25.368,88862.2,N/A
-12.7529,-78.2421,-979.1,-276.499,-nan(ind),N/A
4.82685,-81.4293,-973.348,-276.499,-nan(ind),N/A
-3.87715,-81.4517,-970.704,-276.499,-nan(ind),N/A
-18.5057,-70.0351,-962.554,610.534,2.50733e+06,N/A
3.64337,-91.0187,-971.051,-276.499,-nan(ind),N/A
-18.2409,-70.6633,-962.537,610.534,2.50733e+06,N/A
-9.26535,-70.9587,-972.319,-276.499,-nan(ind),N/A
18.6367,-71.1197,-975.479,120.242,455276,N/A
0.467425,-62.54,-965.943,610.534,2.50733e+06,N/A
3.22372,-71.4832,-985.204,120.242,455276,N/A
-4.21587,-93.5769,-978.739,-276.499,-nan(ind),N/A
-1.82305,-68.7586,-981.619,25.368,88862.2,N/A
0.699825,-63.4854,-964.773,610.534,2.50733e+06,N/A
-5.4432,-66.2425,-986.438,610.534,2.50733e+06,N/A
0.159175,-63.7531,-964.506,610.534,2.50733e+06,N/A
0.776725,-62.9072,-964.905,610.534,2.50733e+06,N/A
-9.55415,-79.8337,-978.229,-276.499,-nan(ind),N/A
15.2132,-73.5769,-982.408,610.534,2.50733e+06,N/A
-6.27112,-61.1165,-988.891,610.534,2.50733e+06,N/A
-3.896,-70.725,-967.861,120.242,455276,N/A
13.6968,-83.1222,-973.586,-276.499,-nan(ind),N/A
-2.6253,-80.7105,-974.299,-276.499,-nan(ind),N/A
-1.4239,-81.5829,-967.161,-276.499,-nan(ind),N/A
8.79332,-94.6678,-986.32,610.534,2.50733e+06,N/A
8.81505,-94.9076,-986.882,610.534,2.50733e+06,N/A
-11.5203,-78.5493,-977.289,-276.499,-nan(ind),N/A
15.6862,-72.6541,-983.114,610.534,2.50733e+06,N/A
20.434,-80.8486,-994.969,610.534,2.50733e+06,N/A
-2.00228,-63.5275,-964.621,610.534,2.50733e+06,N/A
20.5522,-75.5821,-994.59,610.534,2.50733e+06,N/A
-1.91837,-65.0546,-982.374,25.368,88862.2,N/A
7.43008,-91.1257,-989.857,610.534,2.50733e+06,N/A
10.4259,-87.076,-977.593,-276.499,-nan(ind),N/A
15.8618,-75.2969,-985.923,610.534,2.50733e+06,N/A
-12.9687,-72.7636,-981.781,-276.499,-nan(ind),N/A
4.69862,-92.2457,-970.648,-276.499,-nan(ind),N/A
10.7696,-91.0021,-986.822,610.534,2.50733e+06,N/A
-19.2209,-87.0414,-987.858,610.534,2.50733e+06,N/A
-3.92813,-68.1688,-988.978,610.534,2.50733e+06,N/A
-2.26202,-72.3923,-990.614,610.534,2.50733e+06,N/A
14.8257,-76.0308,-976.62,-276.499,-nan(ind),N/A
9.56465,-79.1928,-972.391,-276.499,-nan(ind),N/A
21.0084,-80.8369,-992.851,610.534,2.50733e+06,N/A
-17.2515,-65.8363,-964.884,610.534,2.50733e+06,N/A
-22.1991,-67.7327,-984.545,-276.499,-nan(ind),N/A
-6.41672,-61.4415,-971.944,610.534,2.50733e+06,N/A
-7.83253,-69.7265,-974.381,-276.499,-nan(ind),N/A
7.31508,-83.7267,-978.55,-276.499,-nan(ind),N/A
-13.0622,-77.3981,-969.858,120.242,455276,N/A
-18.6198,-74.1779,-975.786,-276.499,-nan(ind),N/A
-17.0437,-84.5118,-982.821,120.242,455276,N/A
11.2867,-70.0602,-976.952,610.534,2.50733e+06,N/A
7.8693,-83.9787,-976.829,-276.499,-nan(ind),N/A
4.39567,-68.1916,-977.03,610.534,2.50733e+06,N/A
7.8,-67.428,-969.73,120.242,455276,N/A
7.5018,-68.6684,-970.037,120.242,455276,N/A
-16.0451,-85.0237,-987.906,610.534,2.50733e+06,N/A
1.98785,-66.6342,-986.193,610.534,2.50733e+06,N/A
-17.5409,-72.5943,-986.276,610.534,2.50733e+06,N/A
-19.5134,-82.2686,-983.438,120.242,455276,N/A
8.64438,-89.1557,-982.934,120.242,455276,N/A
10.3322,-81.6352,-985.222,120.242,455276,N/A
-3.9008,-94.1328,-965.02,610.534,2.50733e+06,N/A
-6.16585,-94.2877,-983.751,-276.499,-nan(ind),N/A
-10.4331,-65.9404,-971.049,-276.499,-nan(ind),N/A
-9.74735,-88.0407,-978.469,-276.499,-nan(ind),N/A
-3.1521,-92.9979,-989.63,610.534,2.50733e+06,N/A
17.51,-79.7712,-991.653,610.534,2.50733e+06,N/A
-19.0906,-76.3594,-986.564,610.534,2.50733e+06,N/A
-7.90215,-69.0123,-980.81,-276.499,-nan(ind),N/A
18.5073,-82.1516,-968.22,-276.499,-nan(ind),N/A
-5.5383,-80.0426,-984.103,120.242,455276,N/A
-2.12312,-67.666,-983.276,69.7839,257134,N/A
4.14565,-84.7394,-986.763,610.534,2.50733e+06,N/A
-21.8271,-73.2381,-971.215,120.242,455276,N/A
-0.5954,-67.6088,-988.409,610.534,2.50733e+06,N/A
-8.04027,-92.9431,-983.329,-276.499,-nan(ind),N/A
4.44862,-66.8607,-968.49,69.7839,257134,N/A
-19.3957,-79.5647,-963.7,610.534,2.50733e+06,N/A
-7.64315,-89.5495,-981.34,-276.499,-nan(ind),N/A
-1.04608,-61.6438,-964.903,610.534,2.50733e+06,N/A
-7.54922,-91.4389,-981.884,-276.499,-nan(ind),N/A
-9.07245,-91.0872,-981.296,-276.499,-nan(ind),N/A
-0.861275,-61.0717,-965.112,610.534,2.50733e+06,N/A
-1.39255,-60.7876,-965.189,610.534,2.50733e+06,N/A
-0.368075,-60.8593,-966.491,610.534,2.50733e+06,N/A
13.139,-87.8689,-983.075,610.534,2.50733e+06,N/A
-0.64095,-61.3863,-965.598,610.534,2.50733e+06,N/A
-2.22538,-61.1478,-964.617,610.534,2.50733e+06,N/A
-1.5954,-60.5198,-965.704,610.534,2.50733e+06,N/A
-7.47783,-90.0335,-981.813,-276.499,-nan(ind),N/A
-0.6266,-62.4042,-964.384,610.534,2.50733e+06,N/A
-0.65415,-61.342,-967.16,610.534,2.50733e+06,N/A
-0.1653,-61.1786,-965.55,610.534,2.50733e+06,N/A
-8.08793,-89.0618,-981.446,-276.499,-nan(ind),N/A
-7.67532,-89.0315,-962.129,610.534,2.50733e+06,N/A
-17.9008,-78.2132,-962.194,610.534,2.50733e+06,N/A
-3.90952,-96.8865,-990.812,610.534,2.50733e+06,N/A
5.67448,-88.3382,-966.941,-276.499,-nan(ind),N/A
-2.9937,-92.4511,-989.916,610.534,2.50733e+06,N/A
-10.6786,-65.6487,-969.055,25.368,88862.2,N/A
-9.67338,-61.4202,-988.361,610.534,2.50733e+06,N/A
-9.56578,-91.4178,-978.827,-276.499,-nan(ind),N/A
5.83873,-84.9872,-973.08,-276.499,-nan(ind),N/A
-26.6515,-81.9308,-987.492,610.534,2.50733e+06,N/A
3.38417,-79.8885,-975.38,-276.499,-nan(ind),N/A
7.7987,-96.9201,-991.145,610.534,2.50733e+06,N/A
10.4993,-86.0444,-986.33,610.534,2.50733e+06,N/A
9.7542,-75.3375,-989.534,610.534,2.50733e+06,N/A
-19.0413,-81.9652,-986.547,120.242,455276,N/A
10.5588,-80.6932,-991.636,610.534,2.50733e+06,N/A
-13.3764,-76.8751,-972.63,-276.499,-nan(ind),N/A
2.48105,-94.185,-980.612,-276.499,-nan(ind),N/A
17.4606,-85.0639,-970.522,-276.499,-nan(ind),N/A
18.7568,-66.1666,-969.42,610.534,2.50733e+06,N/A
2.11022,-93.5382,-972.987,-276.499,-nan(ind),N/A
14.9882,-89.6854,-994.385,610.534,2.50733e+06,N/A
16.8406,-68.1771,-968.281,610.534,2.50733e+06,N/A
-2.33705,-82.8778,-969.513,-276.499,-nan(ind),N/A
7.56278,-69.8623,-966.263,610.534,2.50733e+06,N/A
-19.8078,-77.3874,-971.04,-276.499,-nan(ind),N/A
12.6649,-69.0981,-991.194,610.534,2.50733e+06,N/A
-10.1848,-76.5336,-966.229,610.534,2.50733e+06,N/A
1.56058,-88.1967,-977.52,-276.499,-nan(ind),N/A
-3.71042,-76.194,-975.756,120.242,455276,N/A
-3.71957,-84.594,-983.913,120.242,455276,N/A
-3.74215,-76.5717,-976.026,120.242,455276,N/A
2.33735,-82.7519,-968.663,-276.499,-nan(ind),N/A
-13.0471,-76.8032,-986.037,610.534,2.50733e+06,N/A
-4.86735,-84.3289,-985.693,120.242,455276,N/A
-4.96323,-87.2067,-988.461,120.242,455276,N/A
-5.53475,-86.2511,-988.722,610.534,2.50733e+06,N/A
19.1664,-79.6821,-975.907,120.242,455276,N/A
4.6275,-78.6959,-990.562,610.534,2.50733e+06,N/A
-5.58943,-86.849,-988.325,120.242,455276,N/A
-10.7703,-72.8101,-977.2,-276.499,-nan(ind),N/A
-4.99322,-86.2444,-989.126,610.534,2.50733e+06,N/A
-6.88537,-93.5002,-986.939,610.534,2.50733e+06,N/A
-3.20427,-86.7943,-966.041,-276.499,-nan(ind),N/A
19.2904,-67.7412,-967.968,610.534,2.50733e+06,N/A
2.4192,-87.2588,-986.284,610.534,2.50733e+06,N/A
-12.9558,-82.6857,-974.203,-276.499,-nan(ind),N/A
5.22727,-93.0983,-981.19,-276.499,-nan(ind),N/A
12.0225,-72.2914,-988.501,610.534,2.50733e+06,N/A
-6.29343,-63.4361,-971.623,610.534,2.50733e+06,N/A
11.3392,-78.798,-989.352,610.534,2.50733e+06,N/A
-17.0906,-82.9981,-985.293,120.242,455276,N/A
-11.9166,-63.7994,-972.164,-276.499,-nan(ind),N/A
-2.83498,-80.9505,-970.584,-276.499,-nan(ind),N/A
-7.11763,-77.086,-975.087,-276.499,-nan(ind),N/A
6.1698,-70.4282,-966.399,610.534,2.50733e+06,N/A
6.80917,-70.4425,-965.923,610.534,2.50733e+06,N/A
9.3843,-87.3449,-968.72,-276.499,-nan(ind),N/A
-11.3083,-68.5432,-969.05,-276.499,-nan(ind),N/A
-10.4458,-68.5091,-966.945,25.368,88862.2,N/A
-8.0967,-66.0325,-978.92,610.534,2.50733e+06,N/A
-14.6766,-79.4873,-984.931,120.242,455276,N/A
-9.95008,-67.9383,-976.991,120.242,455276,N/A
-10.218,-66.6691,-977.165,120.242,455276,N/A
-1.92902,-75.3055,-974.083,25.368,88862.2,N/A
1.25067,-78.0871,-987.485,610.534,2.50733e+06,N/A
-11.2317,-86.8656,-979.589,-276.499,-nan(ind),N/A
12.242,-81.823,-990.67,610.534,2.50733e+06,N/A
-14.4068,-79.3108,-971.742,-276.499,-nan(ind),N/A
-13.046,-80.4041,-971.51,-276.499,-nan(ind),N/A
17.6166,-80.4949,-982.066,610.534,2.50733e+06,N/A
17.682,-79.9892,-982,610.534,2.50733e+06,N/A
13.8539,-82.341,-990.225,610.534,2.50733e+06,N/A
6.90057,-70.9951,-967.036,610.534,2.50733e+06,N/A
-8.65023,-72.6288,-978.438,-276.499,-nan(ind),N/A
-18.8681,-74.6326,-982.763,-276.499,-nan(ind),N/A
-25.2346,-75.371,-985.34,-276.499,-nan(ind),N/A
-24.1792,-75.4531,-985.71,-276.499,-nan(ind),N/A
-2.70127,-77.2672,-971.073,-276.499,-nan(ind),N/A
-25.3265,-76.9088,-962.965,610.534,2.50733e+06,N/A
-14.5753,-71.1402,-979.878,-276.499,-nan(ind),N/A
-6.85503,-83.4242,-985.458,120.242,455276,N/A
-6.00285,-71.1472,-980.703,-276.499,-nan(ind),N/A
-2.40448,-83.9494,-976.467,-276.499,-nan(ind),N/A
-24.3278,-76.2621,-962.238,610.534,2.50733e+06,N/A
-23.7005,-76.3709,-962.198,610.534,2.50733e+06,N/A
-15.1558,-83.089,-968.4,-276.499,-nan(ind),N/A
-2.81645,-66.8172,-964.815,610.534,2.50733e+06,N/A
-24.7784,-76.8246,-962.3,610.534,2.50733e+06,N/A
17.1191,-70.3561,-970.797,-276.499,-nan(ind),N/A
7.045,-88.8215,-978.598,-276.499,-nan(ind),N/A
-10.2134,-95.8694,-988.923,610.534,2.50733e+06,N/A
-13.0482,-67.5111,-984.444,120.242,455276,N/A
-6.92103,-71.9473,-971.906,-276.499,-nan(ind),N/A
-14.2118,-69.2587,-985.807,610.534,2.50733e+06,N/A
-20.5501,-76.0965,-985.089,-276.499,-nan(ind),N/A
9.07685,-76.2982,-985.636,610.534,2.50733e+06,N/A
8.55125,-75.9407,-985.827,610.534,2.50733e+06,N/A
6.10727,-76.5919,-966.201,-276.499,-nan(ind),N/A
-17.1335,-66.6899,-970.705,-276.499,-nan(ind),N/A
-8.82623,-80.9966,-970.273,120.242,455276,N/A
6.96285,-69.1114,-981.972,610.534,2.50733e+06,N/A
7.56583,-75.7687,-966.485,56.4218,205701,N/A
-2.03487,-78.7258,-988.975,610.534,2.50733e+06,N/A
11.1751,-85.5737,-987.458,610.534,2.50733e+06,N/A
7.89595,-88.8013,-972.397,-276.499,-nan(ind),N/A
8.74282,-88.0879,-991.828,610.534,2.50733e+06,N/A
8.30077,-76.2732,-967.215,-276.499,-nan(ind),N/A
6.93195,-94.8931,-989.289,610.534,2.50733e+06,N/A
7.43902,-79.5724,-976.276,-276.499,-nan(ind),N/A
-2.65923,-69.094,-972.638,-276.499,-nan(ind),N/A
-6.20507,-79.1118,-981.166,-276.499,-nan(ind),N/A
7.34553,-66.0196,-973.89,610.534,2.50733e+06,N/A
-24.1793,-79.8346,-983.419,-276.499,-nan(ind),N/A
-6.06888,-90.0953,-965.529,-276.499,-nan(ind),N/A
10.1029,-70.9866,-969.562,610.534,2.50733e+06,N/A
9.7571,-70.6858,-970.379,610.534,2.50733e+06,N/A
21.6011,-72.6067,-968.794,610.534,2.50733e+06,N/A
22.5445,-72.7655,-968.653,610.534,2.50733e+06,N/A
12.2707,-76.0543,-968.357,-276.499,-nan(ind),N/A
22.8456,-74.1612,-969.673,120.242,455276,N/A
16.1868,-71.981,-983.677,610.534,2.50733e+06,N/A
2.34928,-76.2618,-976.961,-276.499,-nan(ind),N/A
1.348,-68.2474,-983.23,-276.499,-nan(ind),N/A
-8.4693,-82.1913,-970.789,-276.499,-nan(ind),N/A
14.1095,-80.7135,-974.463,-276.499,-nan(ind),N/A
-7.4197,-67.7108,-972.916,25.368,88862.2,N/A
-14.8895,-60.0919,-968.204,610.534,2.50733e+06,N/A
-3.826,-86.1195,-962.7,120.242,455276,N/A
-4.42293,-72.7495,-971.944,-276.499,-nan(ind),N/A
-7.26187,-88.5225,-984.246,25.368,88862.2,N/A
-8.4961,-82.4321,-970.292,-276.499,-nan(ind),N/A
3.162,-79.2648,-985.132,120.242,455276,N/A
20.3556,-71.0701,-975.813,120.242,455276,N/A
9.59145,-71.7457,-970.106,120.242,455276,N/A
11.1774,-75.8655,-972.541,-276.499,-nan(ind),N/A
-1.73182,-83.9234,-982.073,120.242,455276,N/A
9.39668,-70.1304,-969.365,610.534,2.50733e+06,N/A
9.81695,-70.4185,-969.762,610.534,2.50733e+06,N/A
-4.15985,-63.002,-969.556,610.534,2.50733e+06,N/A
-3.92552,-85.6802,-962.242,610.534,2.50733e+06,N/A
-9.33212,-73.5897,-988.181,610.534,2.50733e+06,N/A
-25.7084,-75.3304,-989.274,610.534,2.50733e+06,N/A
-4.19658,-75.2047,-972.628,-276.499,-nan(ind),N/A
-11.3949,-83.0038,-963.218,610.534,2.50733e+06,N/A
18.608,-87.9797,-968.295,-276.499,-nan(ind),N/A
10.498,-93.8456,-989.302,610.534,2.50733e+06,N/A
-15.8202,-86.5863,-970.486,-276.499,-nan(ind),N/A
8.0132,-86.1092,-965.892,-276.499,-nan(ind),N/A
13.5287,-90.202,-993.538,610.534,2.50733e+06,N/A
19.7254,-67.6428,-972.601,610.534,2.50733e+06,N/A
-14.2601,-92.0297,-989.924,610.534,2.50733e+06,N/A
5.81728,-94.3012,-968.378,-276.499,-nan(ind),N/A
14.4299,-89.5585,-994.597,610.534,2.50733e+06,N/A
14.0384,-90.0287,-994.519,610.534,2.50733e+06,N/A
14.1876,-90.4978,-994.526,610.534,2.50733e+06,N/A
1.5295,-91.0808,-976.674,-276.499,-nan(ind),N/A
1.18548,-82.7417,-972.208,-276.499,-nan(ind),N/A
1.78747,-83.3089,-972.289,-276.499,-nan(ind),N/A
11.8607,-75.9527,-980.772,56.4218,205701,N/A
-15.3699,-70.291,-986.511,610.534,2.50733e+06,N/A
7.78878,-92.3075,-990.301,610.534,2.50733e+06,N/A
-9.15033,-80.3556,-971.282,56.4218,205701,N/A
-2.17607,-87.7375,-974.668,-276.499,-nan(ind),N/A
17.4317,-69.8343,-973.648,120.242,455276,N/A
13.6846,-89.0022,-991.159,610.534,2.50733e+06,N/A
-6.84272,-95.0891,-965.361,610.534,2.50733e+06,N/A
-7.01623,-95.6509,-965.212,610.534,2.50733e+06,N/A
-6.8807,-94.9029,-964.713,610.534,2.50733e+06,N/A
-22.2313,-87.474,-982.607,610.534,2.50733e+06,N/A
5.5714,-92.8841,-985.089,610.534,2.50733e+06,N/A
-20.518,-76.5179,-972.667,-276.499,-nan(ind),N/A
9.25372,-78.8407,-984.87,120.242,455276,N/A
-1.04355,-76.3454,-980.476,-276.499,-nan(ind),N/A
5.2746,-70.8097,-978.762,-276.499,-nan(ind),N/A
6.40435,-83.4271,-977.889,-276.499,-nan(ind),N/A
-7.0542,-95.4646,-964.564,610.534,2.50733e+06,N/A
-7.30748,-94.9718,-965.722,610.534,2.50733e+06,N/A
-1.44732,-62.8427,-971.371,25.368,88862.2,N/A
8.9846,-63.7478,-965.954,610.534,2.50733e+06,N/A
7.605,-90.2279,-967.794,-276.499,-nan(ind),N/A
-5.1373,-75.6348,-976.317,-276.499,-nan(ind),N/A
11.5203,-88.5161,-993.466,610.534,2.50733e+06,N/A
7.58042,-87.8895,-971.024,-276.499,-nan(ind),N/A
7.42307,-70.7758,-967.888,610.534,2.50733e+06,N/A
-4.97933,-69.2908,-985.451,610.534,2.50733e+06,N/A
17.194,-74.8182,-991.939,610.534,2.50733e+06,N/A
14.151,-73.8343,-968.278,610.534,2.50733e+06,N/A
-17.7595,-65.5814,-986.16,610.534,2.50733e+06,N/A
-11.7423,-66.7185,-975.15,-276.499,-nan(ind),N/A
14.5923,-68.7892,-991.609,610.534,2.50733e+06,N/A
-12.7771,-83.3901,-983.455,120.242,455276,N/A
14.9823,-91.2399,-989.38,610.534,2.50733e+06,N/A
14.3864,-75.805,-968.829,-276.499,-nan(ind),N/A
-20.7658,-82.8596,-984.569,120.242,455276,N/A
8.18523,-90.4524,-990.779,610.534,2.50733e+06,N/A
16.3834,-77.8014,-994.086,610.534,2.50733e+06,N/A
16.0181,-78.4168,-993.582,610.534,2.50733e+06,N/A
2.599,-74.6925,-984.459,25.368,88862.2,N/A
-16.7572,-73.9262,-965.724,56.4218,205701,N/A
6.55438,-76.3682,-965.769,120.242,455276,N/A
7.14703,-76.6819,-965.886,120.242,455276,N/A
7.71825,-76.3432,-966.09,120.242,455276,N/A
0.777375,-88.339,-970.408,-276.499,-nan(ind),N/A
7.08113,-80.4173,-990.555,610.534,2.50733e+06,N/A
9.0477,-82.8664,-977.437,-276.499,-nan(ind),N/A
-4.96568,-80.4413,-968.162,-276.499,-nan(ind),N/A
0.31865,-71.0853,-990.291,610.534,2.50733e+06,N/A
-8.4287,-68.1445,-986.289,610.534,2.50733e+06,N/A
-12.1729,-88.4991,-987.68,610.534,2.50733e+06,N/A
6.1232,-90.604,-987.849,610.534,2.50733e+06,N/A
-15.1096,-84.6599,-982.297,120.242,455276,N/A
0.52355,-70.1,-990.655,610.534,2.50733e+06,N/A
-4.64018,-84.3099,-971.106,-276.499,-nan(ind),N/A
0.7209,-70.6227,-990.667,610.534,2.50733e+06,N/A
-11.209,-80.0277,-965.224,610.534,2.50733e+06,N/A
-14.7835,-89.8513,-968.448,610.534,2.50733e+06,N/A
-14.8612,-88.8903,-968.72,610.534,2.50733e+06,N/A
-15.2066,-88.3299,-969.156,610.534,2.50733e+06,N/A
-19.4471,-75.3071,-979.396,-276.499,-nan(ind),N/A
-14.5076,-73.5948,-980.548,-276.499,-nan(ind),N/A
20.0651,-82.4072,-993.27,610.534,2.50733e+06,N/A
-7.5406,-92.8384,-968.529,120.242,455276,N/A
-25.3025,-77.0251,-981.7,-276.499,-nan(ind),N/A
2.9058,-65.8183,-987.977,610.534,2.50733e+06,N/A
14.2198,-73.739,-990.409,610.534,2.50733e+06,N/A
9.33243,-97.5068,-990.547,610.534,2.50733e+06,N/A
-19.4951,-77.6459,-975.002,-276.499,-nan(ind),N/A
-7.6812,-78.0785,-968.251,610.534,2.50733e+06,N/A
8.4138,-66.8737,-979.629,610.534,2.50733e+06,N/A
-6.00435,-71.1657,-971.209,-276.499,-nan(ind),N/A
19.3539,-82.9612,-994.53,610.534,2.50733e+06,N/A
21.3465,-82.9574,-994.65,610.534,2.50733e+06,N/A
-26.6423,-72.1261,-987.89,610.534,2.50733e+06,N/A
-10.1009,-92.5164,-974.216,610.534,2.50733e+06,N/A
3.19045,-83.8909,-977.199,-276.499,-nan(ind),N/A
3.7328,-84.74,-977.709,-276.499,-nan(ind),N/A
-10.3139,-91.8702,-974.14,-276.499,-nan(ind),N/A
4.59502,-84.3633,-979.025,-276.499,-nan(ind),N/A
-8.96705,-93.7146,-975.562,610.534,2.50733e+06,N/A
-8.7036,-93.4215,-974.582,610.534,2.50733e+06,N/A
-9.38305,-93.4796,-974.463,610.534,2.50733e+06,N/A
-4.3189,-79.3428,-979.772,-276.499,-nan(ind),N/A
-9.5657,-93.5983,-975.436,610.534,2.50733e+06,N/A
-9.74093,-93.5276,-974.94,610.534,2.50733e+06,N/A
4.2808,-84.8882,-978.672,-276.499,-nan(ind),N/A
4.81843,-83.6969,-977.186,-276.499,-nan(ind),N/A
-16.1304,-67.1483,-976.733,-276.499,-nan(ind),N/A
7.92933,-82.2923,-989.808,610.534,2.50733e+06,N/A
-7.89145,-92.0041,-988.117,610.534,2.50733e+06,N/A
-9.02872,-79.205,-983.451,120.242,455276,N/A
12.6878,-68.0631,-977.768,610.534,2.50733e+06,N/A
-0.3625,-95.1616,-986.764,610.534,2.50733e+06,N/A
5.5598,-92.7791,-976.604,-276.499,-nan(ind),N/A
-13.4156,-72.6533,-967.416,610.534,2.50733e+06,N/A
12.5912,-74.5276,-991.953,610.534,2.50733e+06,N/A
-16.4669,-72.2814,-965.867,56.4218,205701,N/A
13.2066,-74.2359,-992.048,610.534,2.50733e+06,N/A
8.67987,-78.442,-981.531,-276.499,-nan(ind),N/A
12.645,-75.0313,-992.194,610.534,2.50733e+06,N/A
-15.3462,-85.7873,-981.666,56.4218,205701,N/A
-13.2303,-90.0781,-964.079,610.534,2.50733e+06,N/A
8.98905,-91.6843,-987.483,610.534,2.50733e+06,N/A
13.3561,-81.296,-967.908,25.368,88862.2,N/A
-9.79697,-89.4665,-973.998,-276.499,-nan(ind),N/A
-13.0622,-88.1357,-971.642,-276.499,-nan(ind),N/A
-7.84755,-81.4536,-966.194,610.534,2.50733e+06,N/A
3.85933,-81.806,-989.493,610.534,2.50733e+06,N/A
-14.2378,-59.4141,-965.205,610.534,2.50733e+06,N/A
3.06263,-75.3491,-968.984,-276.499,-nan(ind),N/A
-3.1113,-94.1938,-985.31,25.368,88862.2,N/A
-0.991775,-72.1972,-984.175,-276.499,-nan(ind),N/A
17.4284,-85.8643,-994.71,610.534,2.50733e+06,N/A
-3.47213,-79.5587,-984.278,610.534,2.50733e+06,N/A
-5.14398,-69.2628,-969.342,120.242,455276,N/A
-2.64233,-66.8597,-989.653,610.534,2.50733e+06,N/A
-4.33855,-93.4565,-970.477,-276.499,-nan(ind),N/A
10.345,-82.553,-982.393,25.368,88862.2,N/A
-4.63948,-93.8738,-970.8,-276.499,-nan(ind),N/A
3.97213,-84.5045,-985.812,120.242,455276,N/A
-5.8587,-77.8586,-971.021,-276.499,-nan(ind),N/A
-0.130875,-79.0362,-964.107,610.534,2.50733e+06,N/A
-1.17338,-77.6398,-963.432,610.534,2.50733e+06,N/A
2.94205,-83.7592,-965.697,-276.499,-nan(ind),N/A
